Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,text_7.stopped,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,text_3.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,text_16.stopped,odd2.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80905441590585,,,,,,,,,,,,,,,,,,,58.79781037499197,58.80905441590585,58.80905441590585,60.9299617910292,left,2.113881084136665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94153433293104,,,,,,,,,,,,,,,,,,,60.93068579095416,60.94153433293104,60.94153433293104,66.58226024988107,left,5.630581084173173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.58276741602458,66.59650479094125,66.59650479094125,72.81706645805389,space,6.215801416896284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,60,39,-845,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.82925716601312,,,,,,,,,,,,,,,,,,,,,,,,,,72.8208501660265,72.82925716601312,74.81919558299705,74.81310870801099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
2,40,95,-39,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.81919558299705,,,,,,,,,,,,,,,,,,,,,,,,,,74.81340041593648,74.81919558299705,76.81970666605048,76.8132893750444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
32,20,7,-44,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.81970666605048,,,,,,,,,,,,,,,,,,,,,,,,,,76.8135871659033,76.81970666605048,78.82101454096846,78.81316270795651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
136,220,55,-59,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.82101454096846,,,,,,,,,,,,,,,,,,,,,,,,,,78.81356574990787,78.82101454096846,80.82977241603658,80.81592704099603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.81609708303586,80.82977241603658,80.82977241603658,87.39965704106726,space,6.552770582959056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41619345801882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.40548558300361,87.41619345801882,87.41619345801882,89.09671754087321,left,1.6770574999973178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.10653908294626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.09754770784639,89.10653908294626,89.10653908294626,90.64658033289015,left,1.5308069591410458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65595999988727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.64710474992171,90.65595999988727,90.65595999988727,94.883792208042,right,4.225724333897233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.89556866604835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.88439712487161,94.89556866604835,94.89556866604835,104.62982595805079,right,9.725111792096868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.64056891598739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.63035300001502,104.64056891598739,104.64056891598739,105.64942191587761,left,0.9950492919888347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6629986660555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.64987774984911,105.6629986660555,105.6629986660555,108.78381874994375,right,3.118205709150061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78430670802481,108.79638083302416,108.79638083302416,113.47992666601203,space,4.677483541890979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,60,39,-845,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.49802420800552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.48661645804532,113.49802420800552,115.48160837497562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
136,220,55,-59,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4961206249427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.48243112489581,115.4961206249427,117.47977204085328,117.4861876659561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
32,20,7,-44,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4861876659561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4800941250287,117.4861876659561,119.4816565408837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
2,40,95,-39,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.49625145806931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4820550410077,119.49625145806931,121.47976329084486,121.48332912498154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47984516597353,121.48332912498154,121.48332912498154,125.2665411659982,space,3.7764762081205845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"10, 70, 56","20, 200, 160","97, 93, 3","-174, -9, -92",1,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2843968749512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.27339916606434,125.2843968749512,125.2843968749512,130.44956375006586,right,5.156141167040914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"122, 40, 18","270, 290, 60","465, 323, 97","-84, -100, -244",1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.46209679101594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.45058645796962,130.46209679101594,130.46209679101594,133.5172565409448,left,3.0525796259753406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"91, 299, 31","282, 401, 66","134, 72, 188","136, 169, 0",0,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5287885828875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.51798233296722,133.5287885828875,133.5287885828875,134.86307487497106,left,1.3303680839017034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"112, 216, 128","800, 900, 550","253, 173, 257","-65, -51, -27",1,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.87270429101773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.86344887502491,134.87270429101773,134.87270429101773,136.0298257500399,left,1.1467588760424405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"313, 9, 33","21, 204, 155","2, 142, 48","264, 198, 211",0,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.04196429089643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.03054412500933,136.04196429089643,136.04196429089643,138.3509185409639,right,2.3022251669317484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
"41, 187, 53","272,295,67","6, 168, 34","64, 21, 165",0,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.36242266604677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.35167312505655,138.36242266604677,138.36242266604677,140.34920062497258,right,1.9755741260014474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.34963995800354,140.36298058298416,140.36298058298416,142.5299738328904,space,2.161990958964452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
12,60,39,-845,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.55047825002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.53782229102217,142.55047825002111,144.53194512496702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329036,001,2023-11-13_15h17.29.078,main,2023.2.3,None,2023-11-13 15h17.35.353110 -0500,
